Brand,Price,Body,Mileage,EngineV,Engine Type,Registration,Year,Model,Car_Age,Mileage_per_Year,log_price,is_luxury,Luxury_EngineV_Interaction
Volkswagen,40500.0,crossover,37,3.0,Diesel,yes,2012,Touareg,13,2.85,10.60905725309463,0,0.0
Mercedes-Benz,85000.0,van,3,2.2,Diesel,yes,2016,V 250,9,0.33,11.350406535472453,1,2.2
Audi,4800.0,sedan,341,2.8,Petrol,yes,1992,100,33,10.33,8.476371196895983,1,2.8
Mercedes-Benz,9500.0,vagon,180,3.2,Diesel,yes,2002,E-Class,23,7.83,9.159047077588632,1,3.2
Toyota,12700.0,sedan,160,2.4,Gas,yes,2005,Camry,20,8.0,9.449357272446683,0,0.0
Volkswagen,10799.0,van,128,1.9,Diesel,yes,2010,Caddy,15,8.53,9.28720881623276,0,0.0
Audi,27300.0,other,150,4.2,Petrol,yes,2007,Q7,18,8.33,10.21464198117305,1,4.2
Toyota,21999.0,other,65,2.5,Petrol,yes,2012,Camry,13,5.0,9.998752276761909,0,0.0
Mercedes-Benz,14500.0,van,300,2.2,Diesel,yes,2005,Sprinter 313,20,15.0,9.581903928408666,1,2.2
Audi,12500.0,sedan,146,1.8,Petrol,yes,2007,A4,18,8.11,9.433483923290392,1,1.8
Renault,7200.0,van,123,1.5,Diesel,yes,2012,Kangoo,13,9.46,8.881836305004146,0,0.0
Mitsubishi,8200.0,sedan,160,2.0,Gas,yes,2007,Lancer X,18,8.89,9.011889433252344,0,0.0
Volkswagen,13200.0,van,150,1.4,Gas,yes,2012,Touran,13,11.54,9.487972108574462,0,0.0
Audi,22500.0,sedan,124,3.0,Diesel,yes,2008,A8,17,7.29,10.021270588192511,1,3.0
BMW,4000.0,sedan,230,2.0,Diesel,no,2003,320,22,10.45,8.294049640102028,1,2.0
Toyota,11300.0,sedan,260,3.5,Gas,yes,2007,Camry,18,14.44,9.332558004700433,0,0.0
Toyota,9300.0,sedan,185,1.6,Gas,yes,2008,Corolla,17,10.88,9.137769679141348,0,0.0
Mitsubishi,20000.0,crossover,135,2.5,Diesel,yes,2011,Pajero Sport,14,9.64,9.903487552536127,0,0.0
Volkswagen,17000.0,other,184,3.6,Petrol,yes,2008,Passat B6,17,10.82,9.740968623038354,0,0.0
BMW,56500.0,crossover,45,3.0,Diesel,yes,2014,X6,11,4.09,10.941995917134532,1,3.0
BMW,8700.0,sedan,355,3.0,Diesel,yes,2000,730,25,14.2,9.071078304642676,1,3.0
BMW,4600.0,sedan,340,2.0,Gas,yes,1995,520,30,11.33,8.433811582477187,1,2.0
Mercedes-Benz,35000.0,crossover,154,3.2,Diesel,yes,2008,GL 320,17,9.06,10.46310334047155,1,3.2
Volkswagen,6900.0,sedan,256,1.8,Petrol,yes,2002,Passat B5,23,11.13,8.83927669058535,0,0.0
Volkswagen,4200.0,van,210,2.0,Diesel,no,2004,Touran,21,10.0,8.34283980427146,0,0.0
Mitsubishi,22500.0,other,57,2.5,Other,yes,2013,L 200,12,4.75,10.021270588192511,0,0.0
Volkswagen,4500.0,van,380,2.0,Diesel,yes,2004,Caddy,21,18.1,8.411832675758411,0,0.0
Volkswagen,4800.0,hatch,90,1.9,Diesel,yes,1992,Golf III,33,2.73,8.476371196895983,0,0.0
Volkswagen,10900.0,sedan,136,1.8,Petrol,yes,2008,Passat B6,17,8.0,9.296518068217235,0,0.0
Volkswagen,9900.0,other,178,2.5,Diesel,yes,2007,T5 (Transporter),18,9.89,9.20029003612268,0,0.0
Mercedes-Benz,11900.0,sedan,110,2.57,Petrol,yes,2004,C-Class,21,5.24,9.38429367909962,1,2.57
Mercedes-Benz,5200.0,sedan,370,2.0,Petrol,yes,1997,E-Class,28,13.21,8.556413904569519,1,2.0
Volkswagen,17400.0,sedan,73,1.8,Petrol,yes,2012,Passat B7,13,5.62,9.764225485202621,0,0.0
Renault,6799.0,van,140,1.5,Diesel,yes,2012,Kangoo,13,10.77,8.82453082152646,0,0.0
Mercedes-Benz,2300.0,sedan,300,2.0,Petrol,yes,1991,E-Class,34,8.82,7.7406644019172415,1,2.0
Mercedes-Benz,32800.0,crossover,109,3.0,Diesel,yes,2011,ML 350,14,7.79,10.398183794372235,1,3.0
Volkswagen,4999.0,sedan,145,2.0,Petrol,yes,2000,Jetta,25,5.8,8.51699317141357,0,0.0
Volkswagen,10900.0,vagon,185,1.4,Petrol,yes,2011,Golf VI,14,13.21,9.296518068217235,0,0.0
Mercedes-Benz,34999.0,other,85,5.5,Petrol,yes,2008,CL 55 AMG,17,5.0,10.463074768634808,1,5.5
Volkswagen,4100.0,hatch,160,1.8,Petrol,yes,2006,Pointer,19,8.42,8.318742252692399,0,0.0
Toyota,9000.0,sedan,232,2.4,Petrol,yes,2005,Camry,20,11.6,9.104979856318357,0,0.0
Toyota,18900.0,crossover,161,2.7,Gas,yes,2005,Land Cruiser Prado,20,8.05,9.846917201047734,0,0.0
Volkswagen,16500.0,sedan,123,1.8,Petrol,yes,2010,Passat B6,15,8.2,9.711115659888671,0,0.0
Toyota,14474.0,crossover,115,2.0,Petrol,yes,2007,Rav 4,18,6.39,9.580109215426074,0,0.0
BMW,3999.0,sedan,250,3.0,Diesel,no,2000,530,25,10.0,8.293799608846818,1,3.0
Audi,5000.0,sedan,370,2.3,Petrol,yes,1991,100,34,10.88,8.517193191416238,1,2.3
Toyota,9200.0,sedan,250,2.4,Gas,yes,2003,Camry,22,11.36,9.126958763037132,0,0.0
Volkswagen,6000.0,vagon,250,5.0,Diesel,yes,1995,Passat B4,30,8.33,8.699514748210191,0,0.0
Volkswagen,13300.0,sedan,133,1.8,Petrol,yes,2008,Passat B6,17,7.82,9.495519314209846,0,0.0
Renault,17639.47,crossover,0,1.2,Petrol,yes,2016,Captur,9,0.0,9.777894283757938,0,0.0
BMW,27500.0,sedan,100,2.0,Petrol,yes,2012,520,13,7.69,10.221941283654663,1,2.0
BMW,13200.0,sedan,150,2.2,Petrol,yes,2004,520,21,7.14,9.487972108574462,1,2.2
Audi,35500.0,crossover,130,3.0,Diesel,yes,2010,Q7,15,8.67,10.477287975463508,1,3.0
Toyota,41900.0,crossover,89,4.5,Diesel,yes,2012,Land Cruiser 200,13,6.85,10.643041105910228,0,0.0
Renault,10500.0,crossover,93,1.5,Diesel,yes,2011,Duster,14,6.64,9.259130536145614,0,0.0
Mercedes-Benz,9999.0,sedan,250,2.2,Diesel,yes,2000,E-Class,25,10.0,9.21024036697585,1,2.2
Mercedes-Benz,24800.0,other,160,3.0,Diesel,yes,2007,S 320,18,8.89,10.118598932153073,1,3.0
Mercedes-Benz,3300.0,sedan,330,2.0,Gas,yes,1988,190,37,8.92,8.101677747454572,1,2.0
Mitsubishi,6900.0,sedan,122,1.6,Petrol,yes,2008,Lancer,17,7.18,8.83927669058535,0,0.0
Renault,7300.0,van,212,1.5,Diesel,yes,2009,Kangoo,16,13.25,8.895629627136483,0,0.0
Mitsubishi,11500.0,crossover,142,2.4,Petrol,yes,2006,Outlander,19,7.47,9.350102314351341,0,0.0
Toyota,36800.0,crossover,77,3.0,Diesel,yes,2012,Land Cruiser Prado,13,5.92,10.513253124157023,0,0.0
Mitsubishi,8300.0,crossover,161,2.0,Petrol,yes,2005,Outlander,20,8.05,9.02401079378469,0,0.0
Mercedes-Benz,13200.0,van,260,2.2,Diesel,yes,2008,Sprinter 213,17,15.29,9.487972108574462,1,2.2
Mercedes-Benz,28900.0,other,78,3.5,Petrol,yes,2010,E-Class,15,5.2,10.271596874100524,1,3.5
BMW,6900.0,sedan,280,2.0,Gas,yes,2000,320,25,11.2,8.83927669058535,1,2.0
Renault,7600.0,sedan,97,1.6,Petrol,yes,2008,Megane,17,5.71,8.935903526274423,0,0.0
BMW,27500.0,sedan,170,2.0,Diesel,yes,2011,520,14,12.14,10.221941283654663,1,2.0
BMW,30000.0,sedan,78,3.8,Petrol,yes,1993,M5,32,2.44,10.308952660644293,1,3.8
Volkswagen,7700.0,sedan,180,1.8,Petrol,yes,2004,Passat B5,21,8.57,8.948975607841776,0,0.0
Mercedes-Benz,11300.0,other,220,3.2,Diesel,yes,2003,E-Class,22,10.0,9.332558004700433,1,3.2
Toyota,12200.0,sedan,157,2.4,Gas,yes,2009,Camry,16,9.81,9.409191230721348,0,0.0
Mercedes-Benz,50900.0,crossover,85,3.0,Diesel,yes,2013,ML 350,12,7.08,10.837618202538614,1,3.0
Mercedes-Benz,33900.0,other,100,5.5,Petrol,yes,2007,CL 500,18,5.56,10.431170293368542,1,5.5
Renault,11900.0,van,143,2.0,Diesel,yes,2009,Trafic,16,8.94,9.38429367909962,0,0.0
Mitsubishi,7400.0,sedan,189,1.6,Petrol,yes,2006,Lancer,19,9.95,8.909235279192261,0,0.0
BMW,10800.0,sedan,288,4.4,Gas,yes,2002,745,23,12.52,9.287301413112312,1,4.4
Toyota,22700.0,crossover,128,4.0,Gas,yes,2007,Land Cruiser Prado,18,7.11,10.030120203469494,0,0.0
Mercedes-Benz,15000.0,sedan,67,2.8,Other,yes,1995,E-Class,30,2.23,9.615805480084347,1,2.8
Renault,8300.0,hatch,168,1.6,Petrol,yes,2009,Laguna,16,10.5,9.02401079378469,0,0.0
Renault,8499.0,van,120,1.5,Diesel,yes,2014,Kangoo,11,10.91,9.047703788498627,0,0.0
Volkswagen,8950.0,sedan,140,1.6,Petrol,yes,2012,Polo,13,10.77,9.099408811268901,0,0.0
Volkswagen,7500.0,sedan,272,2.8,Gas,yes,2002,Passat B5,23,11.83,8.922658299524402,0,0.0
Volkswagen,6650.0,van,223,1.9,Diesel,yes,2007,Caddy,18,12.39,8.8023721336499,0,0.0
Audi,6500.0,sedan,365,4.2,Gas,yes,1995,A8,30,12.17,8.779557455883728,1,4.2
Volkswagen,8700.0,van,158,2.5,Diesel,yes,2003,T5 (Transporter),22,7.18,9.071078304642676,0,0.0
Volkswagen,12000.0,sedan,152,1.8,Petrol,yes,2008,Passat B6,17,8.94,9.392661928770137,0,0.0
Audi,16800.0,sedan,47,1.2,Petrol,yes,2013,A3,12,3.92,9.72913416539135,1,1.2
Toyota,24000.0,sedan,16,2.5,Petrol,yes,2013,Camry,12,1.33,10.085809109330082,0,0.0
Volkswagen,20900.0,sedan,82,2.0,Diesel,yes,2012,Passat B7,13,6.31,9.947504437952903,0,0.0
Volkswagen,17500.0,sedan,76,1.8,Petrol,yes,2012,Passat B7,13,5.85,9.769956159911606,0,0.0
Mercedes-Benz,38200.0,sedan,39,1.6,Petrol,yes,2015,C-Class,10,3.9,10.550590794594667,1,1.6
Mercedes-Benz,5400.0,other,300,3.2,Gas,yes,1997,E-Class,28,10.71,8.594154232552366,1,3.2
Volkswagen,17800.0,sedan,180,3.0,Diesel,yes,2007,Touareg,18,10.0,9.786953736280177,0,0.0
BMW,13000.0,sedan,90,5.0,Petrol,no,2008,M5,17,5.29,9.472704636443673,1,5.0
Volkswagen,10950.0,van,177,2.0,Diesel,yes,2011,Caddy,14,12.64,9.301094735244646,0,0.0
Mercedes-Benz,3800.0,crossover,250,3.2,Gas,no,1998,ML 320,27,9.26,8.242756345714477,1,3.2
Mitsubishi,7300.0,sedan,137,1.6,Gas,yes,2006,Lancer,19,7.21,8.895629627136483,0,0.0
Mercedes-Benz,19900.0,other,52,1.8,Petrol,yes,2007,SLK 200,18,2.89,9.898475010712584,1,1.8
Mercedes-Benz,7300.0,vagon,380,2.9,Diesel,yes,1997,E-Class,28,13.57,8.895629627136483,1,2.9
Audi,9800.0,vagon,253,1.9,Diesel,yes,2002,A6,23,11.0,9.190137664658664,1,1.9
Renault,6450.0,van,186,1.5,Diesel,yes,2011,Kangoo,14,13.29,8.771835409789817,0,0.0
Volkswagen,28500.0,other,38,2.0,Diesel,yes,2015,Tiguan,10,3.8,10.257659366256743,0,0.0
Renault,10600.0,vagon,220,2.5,Other,yes,2006,Trafic,19,11.58,9.268609280100158,0,0.0
Volkswagen,11900.0,sedan,144,1.6,Gas,yes,2009,Jetta,16,9.0,9.38429367909962,0,0.0
Toyota,7900.0,sedan,170,3.0,Petrol,yes,2004,Camry,21,8.1,8.974618038455112,0,0.0
Mercedes-Benz,43900.0,crossover,89,3.0,Diesel,yes,2012,ML 350,13,6.85,10.689669599063263,1,3.0
Volkswagen,8800.0,van,145,2.0,Gas,yes,2011,Caddy,14,10.36,9.082507000466299,0,0.0
Volkswagen,8400.0,sedan,230,1.8,Gas,yes,2003,Passat B5,22,10.45,9.035986984831405,0,0.0
Volkswagen,25200.0,crossover,78,2.0,Diesel,yes,2012,Tiguan,13,6.0,10.134599273499514,0,0.0
Renault,12499.0,van,78,2.0,Diesel,yes,2012,Trafic,13,6.0,9.433403920090221,0,0.0
Volkswagen,8900.0,van,167,2.0,Gas,yes,2011,Caddy,14,11.93,9.093806555720231,0,0.0
Volkswagen,15900.0,vagon,1,2.0,Diesel,yes,2012,T6 (Transporter) ,13,0.08,9.674074388208323,0,0.0
BMW,20000.0,sedan,230,6.0,Petrol,yes,2008,760,17,13.53,9.903487552536127,1,6.0
BMW,69999.0,crossover,0,2.5,Diesel,yes,2016,X5,9,0.0,11.156236235215168,1,2.5
Volkswagen,10000.0,sedan,98,1.6,Petrol,yes,2013,Polo,12,8.17,9.210340371976184,0,0.0
Renault,12179.0,vagon,95,1.5,Diesel,yes,2012,Megane,13,7.31,9.407468436087111,0,0.0
Toyota,20900.0,crossover,69,2.7,Petrol,yes,2008,Land Cruiser Prado,17,4.06,9.947504437952903,0,0.0
BMW,7400.0,sedan,277,3.5,Gas,yes,1998,535,27,10.26,8.909235279192261,1,3.5
Audi,18300.0,sedan,125,2.0,Diesel,yes,2009,A6,16,7.81,9.814656338829513,1,2.0
BMW,2500.0,sedan,242,3.0,Diesel,no,2001,530,24,10.08,7.824046010856292,1,3.0
Audi,52999.0,crossover,112,4.2,Diesel,yes,2008,Q7,17,6.59,10.878028324431728,1,4.2
Audi,1750.0,vagon,330,1.9,Diesel,no,1996,A4,29,11.38,7.4673710669175595,1,1.9
Renault,6000.0,vagon,225,1.5,Diesel,yes,2004,Megane,21,10.71,8.699514748210191,0,0.0
BMW,40000.0,crossover,48,4.4,Petrol,yes,2009,X6,16,3.0,10.596634733096073,1,4.4
Mercedes-Benz,103333.0,crossover,0,3.0,Diesel,yes,2016,GLE-Class,9,0.0,11.545712061981565,1,3.0
Mercedes-Benz,14800.0,sedan,218,3.2,Diesel,yes,2004,S 320,21,10.38,9.602382459752207,1,3.2
Mercedes-Benz,12900.0,hatch,130,2.0,Petrol,yes,2007,B 200,18,7.22,9.464982590349763,1,2.0
Volkswagen,21900.0,crossover,136,3.0,Diesel,yes,2008,Touareg,17,8.0,9.994241915804592,0,0.0
BMW,5300.0,sedan,204,1.8,Petrol,yes,1993,318,32,6.38,8.575462099540212,1,1.8
Mitsubishi,1599.0,sedan,156,1.8,Petrol,yes,1989,Galant,36,4.33,7.377133712833954,0,0.0
BMW,2300.0,sedan,189,1.8,Petrol,no,2002,318,23,8.22,7.7406644019172415,1,1.8
Renault,7200.0,sedan,69,1.4,Petrol,yes,2012,Symbol,13,5.31,8.881836305004146,0,0.0
Mitsubishi,11300.0,crossover,209,3.5,Petrol,yes,1999,Pajero Wagon,26,8.04,9.332558004700433,0,0.0
Toyota,12800.0,sedan,123,3.5,Petrol,yes,2007,Camry,18,6.83,9.457200449907708,0,0.0
Audi,46000.0,sedan,170,4.2,Diesel,yes,2011,A8,14,12.14,10.736396675471232,1,4.2
BMW,2500.0,sedan,290,2.0,Diesel,no,1999,320,26,11.15,7.824046010856292,1,2.0
Volkswagen,22500.0,other,200,2.0,Petrol,yes,2011,Scirocco,14,14.29,10.021270588192511,0,0.0
Toyota,36700.0,crossover,43,3.0,Diesel,yes,2012,Land Cruiser Prado,13,3.31,10.510532034042662,0,0.0
BMW,25500.0,crossover,130,3.0,Gas,yes,2007,X5,18,7.22,10.146433731146518,1,3.0
Volkswagen,9300.0,van,220,2.5,Diesel,yes,2003,T4 (Transporter),22,10.0,9.137769679141348,0,0.0
Mercedes-Benz,11299.0,van,1,2.2,Other,yes,2006,Vito,19,0.05,9.332469505209247,1,2.2
Toyota,12900.0,hatch,37,1.4,Petrol,yes,2013,Auris,12,3.08,9.464982590349763,0,0.0
Toyota,23600.0,sedan,105,2.5,Gas,yes,2012,Camry,13,8.08,10.069001991013701,0,0.0
Toyota,21900.0,crossover,110,4.0,Gas,yes,2006,FJ Cruiser,19,5.79,9.994241915804592,0,0.0
Renault,4350.0,van,198,1.5,Diesel,yes,2004,Kangoo,21,9.43,8.37793112408273,0,0.0
Audi,3100.0,vagon,210,2.5,Diesel,no,2000,A6,25,8.4,8.039157390473237,1,2.5
BMW,7400.0,sedan,290,3.0,Petrol,yes,2000,330,25,11.6,8.909235279192261,1,3.0
Volkswagen,10999.0,van,95,1.6,Diesel,yes,2012,Caddy,13,7.31,9.305559638557117,0,0.0
Mitsubishi,18700.0,crossover,52,2.0,Petrol,yes,2013,Outlander XL,12,4.33,9.836278802842678,0,0.0
Mercedes-Benz,18200.0,sedan,103,2.0,Gas,yes,2007,C-Class,18,5.72,9.809176873064887,1,2.0
Mercedes-Benz,12500.0,sedan,230,5.0,Petrol,yes,2002,E-Class,23,10.0,9.433483923290392,1,5.0
Mercedes-Benz,12900.0,hatch,150,2.0,Diesel,yes,2008,B 180,17,8.82,9.464982590349763,1,2.0
Volkswagen,12500.0,sedan,161,2.0,Petrol,yes,2006,Passat B6,19,8.47,9.433483923290392,0,0.0
Toyota,25500.0,sedan,58,2.5,Petrol,yes,2015,Camry,10,5.8,10.146433731146518,0,0.0
BMW,12799.0,sedan,181,2.2,Gas,yes,2004,520,21,8.62,9.457122321855792,1,2.2
Volkswagen,6300.0,crossover,213,2.5,Diesel,no,2004,Touareg,21,10.14,8.748304912379623,0,0.0
Volkswagen,8800.0,hatch,168,1.2,Diesel,yes,2013,Polo,12,14.0,9.082507000466299,0,0.0
Volkswagen,30000.0,van,135,2.0,Diesel,yes,2011,Multivan,14,9.64,10.308952660644293,0,0.0
Volkswagen,15880.0,vagon,139,1.4,Gas,yes,2011,Passat B7,14,9.93,9.672815734801127,0,0.0
Audi,8150.0,sedan,162,2.0,Petrol,yes,2004,A4,21,7.71,9.005773206234908,1,2.0
Renault,3400.0,hatch,77,1.8,Other,yes,1994,Laguna,31,2.48,8.131530710604252,0,0.0
Toyota,13000.0,hatch,42,1.3,Petrol,yes,2013,Auris,12,3.5,9.472704636443673,0,0.0
Toyota,37700.0,crossover,62,3.0,Diesel,yes,2013,Land Cruiser Prado,12,5.17,10.537415373436103,0,0.0
BMW,11700.0,sedan,270,3.0,Diesel,yes,2003,530,22,12.27,9.367344120785848,1,3.0
Mercedes-Benz,62999.0,crossover,0,2.2,Diesel,yes,2016,GLC-Class,9,0.0,11.050874132231819,1,2.2
Renault,13321.33,crossover,0,1.5,Diesel,yes,2016,Sandero StepWay,9,0.0,9.497121788959566,0,0.0
BMW,115800.0,crossover,4,3.0,Diesel,yes,2016,X5 M,9,0.44,11.659619844121032,1,3.0
Mercedes-Benz,27300.0,crossover,185,3.0,Diesel,yes,2008,GL 320,17,10.88,10.21464198117305,1,3.0
Toyota,64000.0,crossover,128,4.5,Diesel,yes,2013,Land Cruiser 200,12,10.67,11.06663836234181,0,0.0
Mitsubishi,11900.0,crossover,129,2.5,Diesel,yes,2007,Pajero Sport,18,7.17,9.38429367909962,0,0.0
BMW,47500.0,sedan,0,2.0,Diesel,yes,2016,320,9,0.0,10.768484990022733,1,2.0
BMW,12800.0,sedan,140,2.2,Petrol,yes,2005,520,20,7.0,9.457200449907708,1,2.2
Mercedes-Benz,3900.0,sedan,375,2.0,Petrol,yes,1990,190,35,10.71,8.268731832117737,1,2.0
Volkswagen,12650.0,hatch,11,1.0,Petrol,yes,2014,Up,11,1.0,9.445412494155667,0,0.0
Volkswagen,5600.0,vagon,235,1.4,Petrol,yes,2000,Golf IV,25,9.4,8.630521876723241,0,0.0
Mercedes-Benz,19600.0,vagon,127,1.8,Diesel,yes,2013,B 180,12,10.58,9.883284845218608,1,1.8
Toyota,28900.0,sedan,15,2.5,Petrol,yes,2015,Camry,10,1.5,10.271596874100524,0,0.0
Volkswagen,10900.0,sedan,273,2.0,Petrol,yes,2006,Passat B6,19,14.37,9.296518068217235,0,0.0
Volkswagen,11500.0,sedan,169,1.8,Petrol,yes,2008,Passat B6,17,9.94,9.350102314351341,0,0.0
Mitsubishi,9950.0,crossover,275,3.5,Gas,yes,2000,Pajero Wagon,25,11.0,9.205327830152639,0,0.0
Mercedes-Benz,23800.0,sedan,195,2.2,Diesel,yes,2010,E-Class,15,13.0,10.077440859659566,1,2.2
Renault,8750.0,vagon,46,1.6,Petrol,yes,2012,Logan,13,3.54,9.07680897935166,0,0.0
Toyota,19900.0,sedan,28,1.6,Petrol,yes,2014,Corolla,11,2.55,9.898475010712584,0,0.0
Audi,6000.0,sedan,226,1.8,Petrol,yes,1995,A4,30,7.53,8.699514748210191,1,1.8
Volkswagen,12900.0,sedan,136,1.6,Diesel,yes,2010,Passat B6,15,9.07,9.464982590349763,0,0.0
BMW,8999.0,sedan,221,4.5,Petrol,yes,2002,745,23,9.61,9.104868739033948,1,4.5
Volkswagen,8700.0,van,244,2.5,Diesel,yes,2001,T4 (Transporter),24,10.17,9.071078304642676,0,0.0
Toyota,19800.0,crossover,44,2.0,Petrol,yes,2013,Rav 4,12,3.67,9.893437216682626,0,0.0
Volkswagen,9000.0,sedan,51,1.6,Petrol,yes,2013,Polo,12,4.25,9.104979856318357,0,0.0
Volkswagen,21000.0,vagon,58,2.0,Diesel,yes,2013,Passat B7,12,4.83,9.95227771670556,0,0.0
Audi,2100.0,vagon,275,2.5,Diesel,no,1998,A4,27,10.19,7.649692623711514,1,2.5
Mercedes-Benz,5000.0,van,400,2.3,Diesel,yes,1998,Vito,27,14.81,8.517193191416238,1,2.3
Toyota,9500.0,other,90,1.6,Other,yes,2008,Corolla,17,5.29,9.159047077588632,0,0.0
Volkswagen,34500.0,van,167,2.0,Diesel,yes,2013,Multivan,12,13.92,10.448714603019452,0,0.0
Toyota,9800.0,hatch,98,1.6,Gas,yes,2008,Auris,17,5.76,9.190137664658664,0,0.0
Audi,10399.0,sedan,293,1.8,Gas,yes,2004,A4,21,13.95,9.249464926660233,1,1.8
Mercedes-Benz,42000.0,sedan,38,2.2,Diesel,yes,2014,CLA 220,11,3.45,10.645424897265505,1,2.2
Audi,14500.0,hatch,60,1.2,Petrol,yes,2011,A1,14,4.29,9.581903928408666,1,1.2
Toyota,13621.43,sedan,0,1.3,Petrol,yes,2015,Corolla,10,0.0,9.519399566850016,0,0.0
BMW,3300.0,sedan,250,3.0,Diesel,no,2000,530,25,10.0,8.101677747454572,1,3.0
Volkswagen,34899.14,vagon,0,2.0,Petrol,yes,2016,Passat B8,9,0.0,10.460217466053093,0,0.0
Mercedes-Benz,4500.0,van,180,2.3,Diesel,yes,1998,Vito,27,6.67,8.411832675758411,1,2.3
Volkswagen,1800.0,vagon,280,1.9,Diesel,yes,1996,Golf III,29,9.66,7.495541943884256,0,0.0
Mitsubishi,12999.0,crossover,140,2.4,Gas,yes,2007,Outlander XL,18,7.78,9.47262771040802,0,0.0
Volkswagen,8800.0,van,240,1.9,Diesel,yes,2003,T5 (Transporter),22,10.91,9.082507000466299,0,0.0
Audi,22000.0,crossover,152,4.2,Petrol,yes,2007,Q7,18,8.44,9.998797732340453,1,4.2
Toyota,35555.0,crossover,40,3.5,Petrol,yes,2013,Highlander,12,3.33,10.478836072317618,0,0.0
Volkswagen,2600.0,sedan,330,1.9,Petrol,no,1999,Passat B5,26,12.69,7.8632667240095735,0,0.0
Volkswagen,11818.95,sedan,1,1.6,Petrol,yes,2014,Polo,11,0.09,9.37745945452694,0,0.0
Renault,8000.0,van,207,1.9,Diesel,yes,2003,Trafic,22,9.41,8.987196820661973,0,0.0
Audi,52055.25,crossover,0,2.0,Diesel,yes,2016,Q5,9,0.0,10.860060933509942,1,2.0
Audi,5300.0,other,182,2.5,Diesel,no,2002,A4,23,7.91,8.575462099540212,1,2.5
Renault,1800.0,van,123,1.9,Diesel,yes,2004,Kangoo,21,5.86,7.495541943884256,0,0.0
Volkswagen,8500.0,van,216,1.9,Diesel,yes,2005,Caddy,20,10.8,9.047821442478408,0,0.0
Mercedes-Benz,99999.0,crossover,30,5.0,Petrol,yes,2013,G 500,12,2.5,11.512915464920228,1,5.0
Toyota,23000.0,crossover,233,4.0,Gas,yes,2006,Land Cruiser Prado,19,12.26,10.043249494911286,0,0.0
Audi,11900.0,sedan,131,2.0,Petrol,yes,2007,A4,18,7.28,9.38429367909962,1,2.0
Mercedes-Benz,6999.0,sedan,200,2.6,Gas,yes,2001,C-Class,24,8.33,8.85352256068954,1,2.6
Toyota,9999.0,sedan,345,3.0,Gas,yes,2005,Camry,20,17.25,9.21024036697585,0,0.0
Audi,8999.0,vagon,200,2.7,Petrol,yes,2003,A6 Allroad,22,9.09,9.104868739033948,1,2.7
Renault,10800.0,other,206,2.0,Diesel,yes,2008,Trafic,17,12.12,9.287301413112312,0,0.0
Mercedes-Benz,11500.0,van,200,2.2,Diesel,yes,2010,Vito,15,13.33,9.350102314351341,1,2.2
Mitsubishi,2300.0,sedan,420,1.8,Petrol,yes,1991,Galant,34,12.35,7.7406644019172415,0,0.0
Audi,2000.0,vagon,310,2.5,Other,no,1998,A6,27,11.48,7.600902459542082,1,2.5
Volkswagen,28900.0,crossover,1,2.0,Petrol,yes,2016,Tiguan,9,0.11,10.271596874100524,0,0.0
Mercedes-Benz,7700.0,sedan,285,3.0,Diesel,yes,1999,E-Class,26,10.96,8.948975607841776,1,3.0
Renault,20996.24,crossover,0,1.5,Diesel,yes,2016,Captur,9,0.0,9.952098653055574,0,0.0
Toyota,8600.0,sedan,126,1.6,Petrol,yes,2008,Corolla,17,7.41,9.0595174822416,0,0.0
Toyota,11000.0,sedan,156,1.8,Petrol,yes,2008,Avensis,17,9.18,9.305650551780507,0,0.0
Volkswagen,11200.0,sedan,260,3.2,Petrol,yes,2006,Passat B6,19,13.68,9.323669057283185,0,0.0
BMW,5000.0,sedan,270,3.0,Diesel,yes,2000,530,25,10.8,8.517193191416238,1,3.0
BMW,14900.0,vagon,221,2.0,Diesel,yes,2008,520,17,13.0,9.60911649193355,1,2.0
Mercedes-Benz,9500.0,other,280,2.9,Diesel,yes,1998,Sprinter 312,27,10.37,9.159047077588632,1,2.9
Volkswagen,7700.0,sedan,220,2.8,Petrol,yes,2004,Passat B5,21,10.48,8.948975607841776,0,0.0
Toyota,21900.0,sedan,88,2.5,Petrol,yes,2012,Camry,13,6.77,9.994241915804592,0,0.0
BMW,77500.0,crossover,1,3.0,Petrol,yes,2016,X6,9,0.11,11.258033215341438,1,3.0
Mercedes-Benz,8000.0,other,245,2.2,Diesel,yes,2004,Vito,21,11.67,8.987196820661973,1,2.2
Mercedes-Benz,2199.0,van,396,2.2,Diesel,no,2000,Vito,25,15.84,7.695757990554761,1,2.2
Mercedes-Benz,41900.0,sedan,95,6.3,Petrol,yes,2011,S 63 AMG,14,6.79,10.643041105910228,1,6.3
Toyota,14300.0,sedan,71,2.4,Petrol,yes,2008,Camry,17,4.18,9.568014816247999,0,0.0
Mercedes-Benz,83000.0,crossover,70,3.0,Diesel,yes,2013,GL 350,12,5.83,11.326595886778735,1,3.0
BMW,6500.0,sedan,311,2.0,Gas,yes,1998,520,27,11.52,8.779557455883728,1,2.0
Mercedes-Benz,8500.0,van,281,2.2,Diesel,yes,2004,Vito,21,13.38,9.047821442478408,1,2.2
Renault,5400.0,vagon,181,1.5,Diesel,no,2010,Megane,15,12.07,8.594154232552366,0,0.0
Toyota,16800.0,crossover,238,4.0,Gas,yes,2004,Land Cruiser Prado,21,11.33,9.72913416539135,0,0.0
